timestamp,open,high,low,close,volume,rsi_10,rsi_14,rsi_30,rsi_200,macd,macd_signal,macd_diff,ema_10,ema_30,ema_200,bb_high,bb_low,bb_mid,bb_width,atr_14,stoch_k,stoch_d,volume_ema_10,volume_ema_30,volume_ratio,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_7,volume_lag_1,volume_lag_2,volume_lag_3,close_rolling_mean_7,close_rolling_mean_30,close_rolling_mean_90,close_rolling_std_7,close_rolling_std_30,close_rolling_min_30,close_rolling_max_30,returns,log_returns,returns_7d,momentum_10,momentum_30,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,price_volume_interaction,rsi_macd_interaction,high_low_range,close_position,price_to_ema_30_ratio,price_to_ema_200_ratio
2024-05-08,62332.640625,62986.0859375,60877.12890625,61187.94140625,26088172222,41.625703169625794,42.9738715946006,47.47928263084691,55.698087231279686,-993.659969947912,-1055.3287465903022,61.668776642390185,62453.10257650956,63759.53477552089,52633.757966260826,67449.59775692313,59091.24989932687,63270.423828125,13.210513462501588,2870.6001531020593,51.82159804941141,56.27641397013422,27492719885.813194,30991481013.88433,0.8417852702912899,62334.81640625,63161.94921875,64031.1328125,62889.8359375,58254.01171875,25930730982.0,28697928697.0,18296164805.0,62374.368861607145,64132.65234375,62992.234331597225,1727.7255982617587,2787.118933762522,58254.01171875,70587.8828125,-0.018398626419713127,-0.018569986258493817,0.05036442299742361,-1925.2890625,-10443.41796875,0.0,1.0,0.9749279121818236,-0.22252093395631434,1596281553315894.8,2650.146088826181,2108.95703125,0.1473773506972608,0.9596673128446618,1.1625227566968035
2024-05-09,61191.19921875,63404.9140625,60648.07421875,63049.9609375,25453338161,49.772238719880434,48.497138843962325,49.72025782043172,56.234294142849805,-882.7097301832982,-1020.8049433089014,138.0952131256032,62561.62227850781,63713.75581822923,52737.40177691993,67402.45978879149,59059.02692995852,63230.743359375,13.195215516307723,2862.474416719769,72.65046711003522,59.803371096138115,27121923208.57443,30634181474.98857,0.830880308709456,61187.94140625,62334.81640625,63161.94921875,63891.47265625,59123.43359375,26088172222.0,25930730982.0,28697928697.0,62935.30133928572,63929.683854166666,63168.931684027775,965.7071919016545,2627.0843135308482,58254.01171875,70587.8828125,0.03043115176709965,0.02997730860417905,0.06641236993659771,-791.16015625,-6089.0546875,0.0,1.0,0.43388373911755823,-0.900968867902419,1604831976780028.0,6697.2227246389475,2756.83984375,0.8712463744294768,0.9895816080498678,1.195545453759786
2024-05-10,63055.19140625,63446.7421875,60208.78125,60792.77734375,27804954694,41.896837620907284,43.0534035841697,47.19498579141964,55.4171221548236,-965.7837637132106,-1009.8007073897634,44.01694367655273,62240.01410855185,63525.30559406928,52817.554767634654,67238.86921426037,58802.45109823963,63020.66015625,13.386749829506611,2889.294882489786,47.40122523530286,57.29109679824983,27246110751.379078,30451650714.924793,0.9130853021498894,63049.9609375,61187.94140625,62334.81640625,64031.1328125,62889.8359375,25453338161.0,26088172222.0,25930730982.0,62635.72154017857,63603.180338541664,63313.61501736111,1261.9857275605098,2366.840032445955,58254.01171875,70060.609375,-0.035799920573900024,-0.036456454635488925,-0.03334495252673353,155.921875,-9795.10546875,0.0,1.0,-0.433883739117558,-0.9009688679024191,1690340419765398.5,1895.079240648291,3237.9609375,0.1803592152661607,0.9569852010192536,1.15099567958421
2024-05-11,60793.35546875,61451.15234375,60492.625,60793.7109375,13842272968,41.90106238281556,43.05625068384404,47.19613329706265,55.41739146059967,-1019.7896997270946,-1011.7985058572297,-7.991193869864901,61977.04989563333,63349.07368074223,52896.919505643265,67043.4084135726,58584.61853955239,62814.0134765625,13.46640567263927,2751.382915436944,47.411668574724494,55.821120306687526,24809049336.219246,29380077957.058678,0.47114486858175064,60792.77734375,63049.9609375,61187.94140625,63161.94921875,63891.47265625,27804954694.0,25453338161.0,26088172222.0,62193.18415178572,63294.28372395833,63452.50160590278,1291.0502619563256,2082.6726482719014,58254.01171875,67195.8671875,1.5356984674586016e-05,1.5356866757304103e-05,-0.0484847443635652,2539.69921875,-9266.8984375,0.0,1.0,-0.9749279121818236,-0.2225209339563146,841523141534562.2,-344.07084652410094,958.52734375,0.3141130396155885,0.9596621924399323,1.1492864141363497
2024-05-12,60793.50390625,61818.15625,60632.6015625,61448.39453125,13800459405,45.016138872274155,45.12803075536872,48.01563375157366,55.60638567753851,-998.2550358521985,-1009.0898118562235,10.834776004025002,61880.93073847272,63226.44921948467,52982.00880938065,66382.82261359881,58706.2758239012,62544.54921875,12.273726304827678,2639.5380420128763,54.73507126814476,49.84932169272404,22807487530.54302,28374941276.280697,0.48636080937147663,60793.7109375,60792.77734375,63049.9609375,62334.81640625,64031.1328125,13842272968.0,27804954694.0,25453338161.0,61824.22154017857,63102.70130208333,63580.170182291666,1018.5436589786204,1972.8508524430063,58254.01171875,66837.6796875,0.010768936188532141,0.01071136415279376,-0.04033566435272884,2324.9609375,-5747.47265625,0.0,1.0,-0.7818314824680299,0.6234898018587334,848016074230939.6,488.9521047371713,1185.5546875,0.6881107867492879,0.9718779923562936,1.1597973710723144
2024-05-13,61451.21875,63422.66015625,60769.83984375,62901.44921875,27889181179,51.43727092480717,49.518073028261014,49.80427786735406,56.02224222536687,-854.0938279917755,-978.0906150833339,123.99678709155842,62066.47955306859,63205.48147750179,53080.70970897636,65782.58226182836,58955.93375379665,62369.2580078125,10.945534268143108,2640.4867756190993,70.98918961433927,57.71197648573618,23731431830.262466,28343601915.165813,0.9839674316085188,61448.39453125,60793.7109375,60792.77734375,61187.94140625,63161.94921875,13800459405.0,13842272968.0,27804954694.0,61787.00725446428,63072.033854166664,63726.38138020833,964.8658731924893,1968.438287543878,58254.01171875,66837.6796875,0.023646747788683697,0.02337149423787631,-0.0041243185687288575,11.61328125,-920.0234375,0.0,1.0,0.0,1.0,1754269913683386.8,6140.081958469523,2652.8203125,0.8035257288086374,0.9951897801955656,1.1850152261267288
2024-05-14,62900.7734375,63092.125,61123.765625,61552.7890625,28186271527,45.908284884955364,45.85137011030229,48.21153393895704,55.53695086675222,-838.9991752892674,-950.2723271245206,111.2731518352532,61973.08128205611,63098.8561604049,53165.009006026354,65546.97478469825,58919.130293426744,62233.0525390625,10.650039200811072,2592.477675574878,55.90284635619216,60.54236907955872,24541402684.214745,28333451567.542213,0.9948054320105915,62901.44921875,61448.39453125,60793.7109375,63049.9609375,62334.81640625,27889181179.0,13800459405.0,13842272968.0,61675.2890625,62932.502604166664,63834.44908854167,935.6988059970143,1920.672611251363,58254.01171875,66837.6796875,-0.02144084393922019,-0.021674038111579395,-0.012545594722752518,-2338.68359375,-4185.9375,0.0,1.0,0.7818314824680297,0.6234898018587336,1734943625759780.8,5102.026468138057,1968.359375,0.21795991268107645,0.9754977000854863,1.157768807215339
2024-05-15,61553.98828125,66454.453125,61330.41015625,66267.4921875,39815167074,61.8405880844558,57.6557449653001,53.58010322037808,56.85020727389716,-441.509962484859,-848.5198541965884,407.00989171172944,62753.88326486408,63303.284291185235,53295.381973006195,65954.72966358288,58689.953930167125,62322.341796875,11.656775923301446,2773.3037679445297,98.03555714623447,74.97586437225529,27318450755.084793,29074207406.66852,1.3694325873477777,61552.7890625,62901.44921875,61448.39453125,60792.77734375,61187.94140625,28186271527.0,27889181179.0,13800459405.0,62400.939174107145,63027.21197916667,63993.659505208336,1932.9614043890006,2013.6587624818246,58254.01171875,66837.6796875,0.07659609250545496,0.07380429766149847,0.08301555281170403,2236.359375,2841.28125,0.0,1.0,0.9749279121818236,-0.22252093395631434,2638451273020302.0,23466.458514885882,5124.04296875,0.9635130035715322,1.046825499332385,1.243400267232609
2024-05-16,66256.109375,66712.4296875,64613.0546875,65231.58203125,31573077994,57.69210408663816,54.82756586609362,52.346697943306104,56.4818208352496,-207.69204511689895,-720.3542923806506,512.6622472637516,63204.373949661516,63427.69059699587,53414.15013278971,66198.06208717676,58594.24767844824,62396.1548828125,12.186350942633242,2725.1659988056344,81.16956269924609,78.36932206722423,28092019343.978466,29235424863.915714,1.0799596086243155,66267.4921875,61552.7890625,62901.44921875,60793.7109375,63049.9609375,39815167074.0,28186271527.0,27889181179.0,62712.599330357145,63074.5359375,64138.897048611114,2210.935854245324,2049.1058579003634,58254.01171875,66837.6796875,-0.01563225228621834,-0.015755724397151206,0.03460146622315263,2069.6328125,1419.71875,0.0,1.0,0.43388373911755823,-0.900968867902419,2059561827144665.2,28108.023128912915,2099.375,0.2946245162250529,1.0284401247668864,1.2212415973872384
2024-05-17,65231.296875,67459.4609375,65119.31640625,67051.875,28031279310,62.59170207496047,58.664557041058735,54.26066542889385,56.97419662426493,123.07404770833091,-551.6686243628543,674.7426720711852,63903.9195951776,63661.50894557679,53549.84888768733,66872.9489672916,58282.63423583341,62577.7916015625,13.72741752561894,2697.6644654088036,94.37865200137487,91.19459061561848,28080975701.436928,29157738053.98567,0.9613667307834365,65231.58203125,66267.4921875,61552.7890625,61448.39453125,60792.77734375,31573077994.0,39815167074.0,28186271527.0,63606.756138392855,63267.04205729167,64309.88459201389,2545.4667615496182,2143.485982551044,58254.01171875,67051.875,0.02790508695432159,0.027522834905047706,0.1029579158862608,4717.05859375,5775.18359375,0.0,1.0,-0.433883739117558,-0.9009688679024191,1879549836384206.2,39583.47997375643,2340.14453125,0.825828733201206,1.0532561371946347,1.2521393877437637
2024-05-18,67066.2109375,67387.328125,66663.5,66940.8046875,16712277406,62.104091154080656,58.33893246860715,54.12344872686899,56.934693033017616,371.9584083525042,-366.9432178197826,738.9016261722868,64456.08052105439,63873.07641279764,53683.092228979,67465.09527291938,58073.24535208061,62769.1703125,14.962520412618005,2556.676155379603,92.84679130297052,89.46500200119716,26013939647.721123,28354805108.954334,0.589398422658258,67051.875,65231.58203125,66267.4921875,62901.44921875,60793.7109375,28031279310.0,31573077994.0,39815167074.0,64484.912388392855,63381.31041666667,64474.531901041664,2472.547735790035,2245.9609138994747,58254.01171875,67051.875,-0.0016564833198177142,-0.001657856805292211,0.10111397470569972,5752.86328125,3428.05078125,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1118733297718365.1,43106.732070209044,723.828125,0.38310847274684395,1.048028503510246,1.2469625334168837
2024-05-19,66937.9296875,67694.296875,65937.1796875,66278.3671875,19249094538,59.055351581797574,56.330681526484774,53.291964973514965,56.69904817250505,509.8704184486196,-191.58049056610216,701.4509090147218,64787.40536949904,64028.256462778445,53808.418347969266,67812.96175063633,57969.103483738676,62891.0326171875,15.652244616202124,2499.5648005310604,81.08440676055632,89.43661668830056,24783967809.590008,27767339910.82825,0.693227892906427,66940.8046875,67051.875,65231.58203125,61552.7890625,61448.39453125,16712277406.0,28031279310.0,31573077994.0,65174.908482142855,63462.4703125,64635.634375,2134.80408892417,2306.4192147998883,58254.01171875,67051.875,-0.009895869986810912,-0.0099451595532183,0.07860209681790287,3228.40625,2434.796875,0.0,1.0,-0.7818314824680299,0.6234898018587334,1275798555816464.8,39513.20776217154,1757.1171875,0.19417458461345827,1.0351424644216185,1.2317471730703868
2024-05-20,66278.7421875,71483.5625,66086.171875,71448.1953125,43850655717,71.28072780634221,66.12990732976196,58.445875710619106,58.060530583608,1024.5185911057051,51.63932576825931,972.8792653374458,65998.45808640831,64506.962195018554,53983.93851677056,69488.43702324238,57374.76219550762,63431.599609375,19.09722425783568,2706.552359421699,99.68631597619688,91.20583801324123,28250638338.210007,28804973188.645782,1.5223293363204677,66278.3671875,66940.8046875,67051.875,66267.4921875,62901.44921875,19249094538.0,16712277406.0,28031279310.0,66395.87220982143,63677.595442708334,64848.56015625,2918.177931860995,2718.4175285840083,58254.01171875,71448.1953125,0.07800174241430358,0.07510908882529838,0.13587518570561552,10655.41796875,6453.75390625,0.0,1.0,0.0,1.0,3133050214249410.5,64336.415659812184,5397.390625,0.9934473544797215,1.1076044023976277,1.3235083855599732
2024-05-21,71443.0625,71946.4609375,69191.125,70136.53125,46932005990,65.74667984899864,62.30957338692521,56.80086026415194,57.59873373791664,1311.423375625025,303.59613573961246,1007.8272398854126,66750.83502524316,64870.16019856575,54144.66083252409,70262.95855753476,57788.49261434025,64025.7255859375,19.48352139555351,2710.036900713006,84.5801748242672,88.45029918700679,31647250638.53546,29974459175.829926,1.5657332035483025,71448.1953125,66278.3671875,66940.8046875,65231.58203125,61552.7890625,43850655717.0,19249094538.0,16712277406.0,67622.12109375,63851.25833333333,65051.8640625,2276.9074808334553,2956.9146669517186,58254.01171875,71448.1953125,-0.018358253231772315,-0.01852885718229531,0.1394533427036777,9342.8203125,5209.88671875,0.0,1.0,0.7818314824680297,0.6234898018587336,3291648104742822.0,62797.285364982396,2755.3359375,0.3431183243876104,1.0811832595343365,1.2953545219710683
2024-05-22,70135.3203125,70623.6953125,68977.6953125,69122.3359375,32802561717,61.63557356643135,59.44976322617739,55.550243310905984,57.24491342421625,1440.3568613523967,530.9482808621693,909.4085804902273,67182.01700928985,65144.494117206676,54293.692425608424,70713.71471726865,58337.62668898134,64525.670703125,19.1800997857554,2634.034264947791,75.93966546039297,86.73538542028568,31857307198.256283,30156917404.292515,1.0877292687856388,70136.53125,71448.1953125,66278.3671875,67051.875,66267.4921875,46932005990.0,43850655717.0,19249094538.0,68029.95591517857,63927.41354166667,65249.834765625,2249.339401929095,3063.9648880068585,58254.01171875,71448.1953125,-0.01446030042296964,-0.014565869510184994,0.043080606429505286,7673.94140625,2284.65625,0.0,1.0,0.9749279121818236,-0.22252093395631434,2267389690613051.0,54064.124785998094,1646.0,0.08787401275819635,1.0610618268542598,1.2731190834406632
2024-05-23,69121.3046875,70041.2734375,66356.953125,67929.5625,41895680979,56.979722704806676,56.18377662113175,54.10102273844587,56.83226699940524,1429.8087840863518,710.7203815070059,719.0884025793459,67317.93437123715,65324.17594835464,54429.372724856104,71087.96645944862,58467.34760305137,64777.65703125,19.48298137783653,2709.054696915806,65.77774701265888,75.43252909910636,33682466067.48241,30914256989.757515,1.355221993298459,69122.3359375,70136.53125,71448.1953125,66940.8046875,65231.58203125,32802561717.0,46932005990.0,43850655717.0,68415.38169642857,63978.156510416666,65440.919357638886,1892.8143809337296,3118.569466082202,58254.01171875,71448.1953125,-0.017255976976508713,-0.017406596587757724,0.0413600342769167,5028.11328125,1522.2890625,0.0,1.0,0.43388373911755823,-0.900968867902419,2845955279543041.5,40401.10218136443,3684.3203125,0.426838396668302,1.0398839558834247,1.248031331233378
2024-05-24,67928.1328125,69220.296875,66622.671875,68526.1015625,29197308153,58.712813541620775,57.44299467398106,54.712292686761444,56.98811009166212,1452.8376654695167,859.1438382995082,593.6938271700085,67537.60113328493,65530.75179442854,54569.63868343963,71510.0276728338,58508.749280291195,65009.3884765625,19.99907812889195,2701.095432850391,70.13787002307497,70.61842749870894,32866982810.303787,30803486097.063484,0.9478572672261079,67929.5625,69122.3359375,70136.53125,66278.3671875,67051.875,41895680979.0,32802561717.0,46932005990.0,68625.98549107143,64119.796614583334,65629.30824652778,1795.3230142664622,3227.2091594865797,58254.01171875,71448.1953125,0.008781729788116976,0.008743394668047938,0.02198635850973596,6973.3125,4249.203125,0.0,1.0,-0.433883739117558,-0.9009688679024191,2000777703844087.2,34103.55135210223,2597.625,0.7327576873104958,1.0457090707194667,1.25575509048213
2024-05-25,68526.921875,69579.3203125,68515.8203125,69265.9453125,15473071741,60.8843033844634,59.016125417731246,55.473103784380044,57.180793787740804,1513.342556405405,989.9835819206876,523.3589744847175,67851.84552950585,65771.7320214009,54715.87059019646,72010.30826015864,58531.94994296637,65271.1291015625,20.649801072415663,2584.1243305039343,76.30768125929619,70.74109943167667,29704453524.975822,29814427106.349712,0.5189793413036815,68526.1015625,67929.5625,69122.3359375,71448.1953125,66940.8046875,29197308153.0,41895680979.0,32802561717.0,68958.1484375,64279.271223958334,65824.11610243056,1639.9439535537801,3361.1389313202712,58254.01171875,71448.1953125,0.010796524727518797,0.010738658385428567,0.03473427957513309,2998.453125,4784.23828125,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1071756941028495.1,30886.618876685294,1063.5,0.7053361542077381,1.0531263687865486,1.2659205558708662
2024-05-26,69264.2890625,69506.2265625,68183.890625,68518.09375,15628433737,57.488397813733386,56.733203056580386,54.5154365022694,56.92174179400472,1483.842929715218,1088.7554514795938,395.0874782356241,67972.9815695957,65948.91664905245,54853.20614402535,72346.90818612269,58730.964470127314,65538.936328125,20.775350469263426,2493.9965881465105,69.32554876162749,71.92370001466621,27145177199.889305,28899201727.681988,0.5407911915445687,69265.9453125,68526.1015625,67929.5625,70136.53125,66278.3671875,15473071741.0,29197308153.0,41895680979.0,69278.109375,64438.03033854167,65979.62378472222,1185.4881269083407,3446.9244197531557,58254.01171875,71448.1953125,-0.010796814497022966,-0.010855523058038129,0.033792723893813825,3286.51171875,4762.7734375,0.0,1.0,-0.7818314824680299,0.6234898018587334,1070830487957428.9,22414.578127853943,1322.3359375,0.2527369297939652,1.0389570781673236,1.2491173910617968
2024-05-27,68512.1796875,70597.8828125,68232.5,69394.5546875,25870990717,60.36700130161157,58.74727479527165,55.447918803228646,57.15039519154959,1513.7379074683122,1173.7519426773374,339.9859647909748,68231.44940921465,66171.21587733939,54997.89617928381,72730.78012511536,59053.066359259654,65891.9232421875,20.75780018680424,2484.8098898860453,76.42078820187612,74.01800607426661,26913506930.273067,28703833275.379925,0.9013078660539137,68518.09375,69265.9453125,68526.1015625,69122.3359375,71448.1953125,15628433737.0,15473071741.0,29197308153.0,68984.73214285714,64637.21080729167,66116.39249131945,722.7364349624024,3556.907618107287,58254.01171875,71448.1953125,0.012791671360530277,0.01271054899375939,-0.02874307204006754,2342.6796875,5975.4140625,0.0,1.0,0.0,1.0,1795305880130661.2,19973.248900110946,2365.3828125,0.49127552688681375,1.048712098869931,1.2617674403632713
