iter	RMSE
0	0.06516151777
1	0.06471104168
2	0.06437479858
3	0.06351277874
4	0.06288283126
5	0.06206260077
6	0.06167202878
7	0.06107098518
8	0.06039444572
9	0.05980491895
10	0.05949634491
11	0.05887840734
12	0.05822408662
13	0.05754454232
14	0.05716787309
15	0.05681963399
16	0.05638725624
17	0.05605168068
18	0.05549669286
19	0.05512191486
20	0.05458255522
