timestamp,open,high,low,close,volume
2025-05-19 22:00:00,105489.23,105681.68,105218.52,105589.67,490.54
2025-05-19 23:00:00,105589.67,105852.27,105487.98,105618.19,398.34
2025-05-20 00:00:00,105618.19,106585.42,105599.67,105755.64,1364.96
2025-05-20 01:00:00,105755.64,106791.87,105729.66,106482.04,1057.32
2025-05-20 02:00:00,106482.04,106863.96,106023.01,106114.47,1070.13
2025-05-20 03:00:00,106114.47,106183.4,105562.15,105777.85,593.39
2025-05-20 04:00:00,105777.85,106263.78,105568.77,106237.34,358.51
2025-05-20 05:00:00,106237.34,106430.87,106107.2,106127.55,397.95
2025-05-20 06:00:00,106127.55,106224.15,105418.76,105484.94,370.03
2025-05-20 07:00:00,105484.94,105756.55,104961.18,105063.95,487.94
2025-05-20 08:00:00,105063.95,105270.06,104883.15,105247.0,345.38
2025-05-20 09:00:00,105247.0,105416.72,105217.47,105313.72,231.4
2025-05-20 10:00:00,105313.72,105430.93,105041.24,105055.55,243.04
2025-05-20 11:00:00,105055.55,105371.04,104942.53,105237.87,240.3
2025-05-20 12:00:00,105237.87,105244.04,104690.44,104810.78,319.27
2025-05-20 13:00:00,104810.78,104900.56,104220.59,104478.5,989.08
2025-05-20 14:00:00,104478.5,104998.17,104329.41,104555.5,1069.16
2025-05-20 15:00:00,104555.5,105423.38,104527.42,105377.73,864.4
2025-05-20 16:00:00,105377.73,105547.85,105134.27,105242.11,661.63
2025-05-20 17:00:00,105242.11,106378.75,105242.11,106246.22,1149.33
2025-05-20 18:00:00,106246.22,106456.72,105273.74,105312.31,1123.33
2025-05-20 19:00:00,105312.31,107296.48,105235.59,107077.03,2739.87
2025-05-20 20:00:00,107077.03,107339.72,106472.91,106960.79,1398.42
2025-05-20 21:00:00,106960.79,107275.72,106203.51,106660.88,958.37
2025-05-20 22:00:00,106660.88,106911.41,105979.54,106808.32,807.67
2025-05-20 23:00:00,106808.32,107231.1,106690.76,106875.88,619.83
2025-05-21 00:00:00,106875.88,107247.83,106517.92,106788.23,647.03
2025-05-21 01:00:00,106788.23,107129.61,106481.31,106540.23,448.82
2025-05-21 02:00:00,106540.23,106953.27,106244.93,106898.62,453.7
2025-05-21 03:00:00,106898.62,107145.34,106801.43,106894.67,425.47
2025-05-21 04:00:00,106894.67,107739.55,106795.2,107352.86,1044.44
2025-05-21 05:00:00,107352.86,107766.7,107338.79,107594.28,619.57
2025-05-21 06:00:00,107594.28,108040.51,107356.65,107817.75,1094.82
2025-05-21 07:00:00,107817.75,107912.17,106514.43,106566.19,1537.25
2025-05-21 08:00:00,106566.19,106834.67,106402.94,106424.66,1021.92
2025-05-21 09:00:00,106424.66,106563.04,106133.62,106240.41,404.97
2025-05-21 10:00:00,106240.41,106478.57,106177.26,106372.14,421.13
2025-05-21 11:00:00,106372.14,106755.9,106311.94,106592.11,483.61
2025-05-21 12:00:00,106592.11,106922.15,106465.53,106605.36,636.61
2025-05-21 13:00:00,106605.36,107710.93,106388.14,107314.55,1782.29
2025-05-21 14:00:00,107314.55,109084.46,107077.04,109072.65,3438.31
2025-05-21 15:00:00,109072.65,109512.59,108381.3,109037.01,5018.03
2025-05-21 16:00:00,109037.01,109882.98,108778.19,109198.25,2650.21
2025-05-21 17:00:00,109198.25,109393.67,106186.83,106638.13,5162.58
2025-05-21 18:00:00,106638.13,107482.86,106401.73,107025.67,1862.04
2025-05-21 19:00:00,107025.67,108921.64,106675.23,108685.79,2915.5
2025-05-21 20:00:00,108685.79,108809.67,107801.68,108290.03,1206.82
2025-05-21 21:00:00,108290.03,108607.67,108010.06,108479.27,595.31
2025-05-21 22:00:00,108479.27,109102.66,108345.73,108804.42,809.81
2025-05-21 23:00:00,108804.42,110778.49,108741.03,109699.86,3324.86
2025-05-22 00:00:00,109699.86,110194.65,109250.4,109982.74,1312.16
2025-05-22 01:00:00,109982.74,110588.22,109727.48,109950.07,1204.12
2025-05-22 02:00:00,109950.07,110990.48,109868.77,110507.8,1249.64
2025-05-22 03:00:00,110507.8,111899.81,110370.16,111783.61,2193.3
2025-05-22 04:00:00,111783.61,111796.78,111256.89,111495.63,952.76
2025-05-22 05:00:00,111495.63,111663.76,110832.16,110868.3,982.12
2025-05-22 06:00:00,110868.3,111175.0,110486.4,110606.55,927.74
2025-05-22 07:00:00,110606.55,111154.82,110483.51,111070.18,535.58
2025-05-22 08:00:00,111070.18,111155.68,110392.14,110413.59,730.46
2025-05-22 09:00:00,110413.59,110838.28,110290.24,110826.92,482.45
2025-05-22 10:00:00,110826.92,110955.33,110624.66,110806.97,413.57
2025-05-22 11:00:00,110806.97,111335.79,110504.61,110995.6,467.6
2025-05-22 12:00:00,110995.6,111617.09,110830.3,111616.85,1084.79
2025-05-22 13:00:00,111616.85,111631.78,110928.41,110937.65,1457.41
2025-05-22 14:00:00,110937.65,111413.71,110566.72,110918.76,2033.77
2025-05-22 15:00:00,110918.76,111571.2,110820.97,111320.95,1326.12
2025-05-22 16:00:00,111320.95,111838.76,111130.2,111306.75,1239.7
2025-05-22 17:00:00,111306.75,111998.96,111213.07,111538.25,1279.8
2025-05-22 18:00:00,111538.25,111995.01,111408.04,111774.02,864.95
2025-05-22 19:00:00,111774.02,111967.98,110970.4,111229.68,2345.01
2025-05-22 20:00:00,111229.68,111477.67,110871.19,111106.16,996.3
2025-05-22 21:00:00,111106.16,111131.64,110790.96,110866.09,503.36
2025-05-22 22:00:00,110866.09,111271.98,110865.91,111057.48,307.73
2025-05-22 23:00:00,111057.48,111743.46,111056.89,111722.11,501.23
2025-05-23 00:00:00,111722.11,111810.26,111413.93,111632.89,530.9
2025-05-23 01:00:00,111632.89,111745.79,111235.66,111351.6,472.01
2025-05-23 02:00:00,111351.6,111612.7,111207.38,111278.43,494.87
2025-05-23 03:00:00,111278.43,111374.44,111024.85,111106.3,361.64
2025-05-23 04:00:00,111106.3,111186.75,110552.85,110838.42,546.41
2025-05-23 05:00:00,110838.42,110934.55,110665.7,110842.09,291.39
2025-05-23 06:00:00,110842.09,110845.91,110398.94,110506.93,547.57
2025-05-23 07:00:00,110506.93,110841.96,110506.86,110718.55,384.61
2025-05-23 08:00:00,110718.55,111007.46,110714.46,110928.72,180.52
2025-05-23 09:00:00,110928.72,111366.36,110907.0,111321.52,339.55
2025-05-23 10:00:00,111321.52,111331.45,110823.12,111055.85,369.46
2025-05-23 11:00:00,111055.85,111081.78,108894.08,109085.98,2290.74
2025-05-23 12:00:00,109085.98,109096.72,107351.15,108454.7,3301.26
2025-05-23 13:00:00,108454.7,109753.29,107984.94,109676.57,2607.57
2025-05-23 14:00:00,109676.57,110034.32,109554.79,109714.98,1739.44
2025-05-23 15:00:00,109714.98,109895.85,108946.14,108966.56,1132.63
2025-05-23 16:00:00,108966.56,109248.42,108039.26,109087.48,2064.54
2025-05-23 17:00:00,109087.48,109835.33,109049.15,109446.28,1360.81
2025-05-23 18:00:00,109446.28,109514.68,108691.81,108822.56,1148.71
2025-05-23 19:00:00,108822.56,109182.93,108644.34,108748.98,1838.52
2025-05-23 20:00:00,108748.98,108751.88,108212.85,108268.03,860.74
2025-05-23 21:00:00,108268.03,108685.59,108089.44,108299.23,551.66
2025-05-23 22:00:00,108299.23,108586.86,107655.62,107818.31,590.73
2025-05-23 23:00:00,107818.31,107912.61,106807.62,107332.91,1384.05
2025-05-24 00:00:00,107332.91,107692.67,106896.28,107391.53,919.19
2025-05-24 01:00:00,107391.53,107886.61,107372.5,107504.95,459.57
2025-05-24 02:00:00,107504.95,107904.24,107276.83,107811.76,370.99
2025-05-24 03:00:00,107811.76,108378.17,107764.08,108374.42,475.62
2025-05-24 04:00:00,108374.42,108589.19,108324.2,108507.12,281.67
2025-05-24 05:00:00,108507.12,108536.08,108144.11,108253.01,222.63
2025-05-24 06:00:00,108253.01,108348.59,107707.26,107970.99,394.26
2025-05-24 07:00:00,107970.99,108254.16,107593.82,107616.4,223.7
2025-05-24 08:00:00,107616.4,108302.15,107616.39,108268.33,264.58
2025-05-24 09:00:00,108268.33,108451.62,108191.31,108204.83,199.03
2025-05-24 10:00:00,108204.83,109274.48,108199.75,109120.76,427.89
2025-05-24 11:00:00,109120.76,109512.56,109119.94,109221.15,336.13
2025-05-24 12:00:00,109221.15,109288.95,108659.8,108825.86,452.85
2025-05-24 13:00:00,108825.86,108918.3,108575.22,108628.6,275.53
2025-05-24 14:00:00,108628.6,109049.82,108618.1,108995.77,354.83
2025-05-24 15:00:00,108995.77,109235.25,108863.38,108958.88,308.8
2025-05-24 16:00:00,108958.88,109128.15,108724.24,109036.02,309.4
2025-05-24 17:00:00,109036.02,109220.91,108918.56,108964.96,246.47
2025-05-24 18:00:00,108964.96,109101.45,108810.71,108846.44,222.77
2025-05-24 19:00:00,108846.44,109025.39,108820.65,108969.23,247.75
2025-05-24 20:00:00,108969.23,109124.33,108864.16,108873.32,184.59
2025-05-24 21:00:00,108873.32,108881.88,108599.33,108829.42,164.93
2025-05-24 22:00:00,108829.42,108831.3,108006.66,108101.03,485.13
2025-05-24 23:00:00,108101.03,108399.56,107515.37,107779.46,1146.53
2025-05-25 00:00:00,107779.46,108137.05,107310.83,107450.59,651.22
2025-05-25 01:00:00,107450.59,108015.55,107225.39,107675.58,601.85
2025-05-25 02:00:00,107675.58,108007.79,107512.88,107938.56,383.6
2025-05-25 03:00:00,107938.56,108270.01,107931.19,108117.06,280.38
2025-05-25 04:00:00,108117.06,108281.41,107960.64,108255.74,156.33
2025-05-25 05:00:00,108255.74,108295.07,107988.34,108112.62,97.61
2025-05-25 06:00:00,108112.62,108153.68,107692.01,107930.12,173.97
2025-05-25 07:00:00,107930.12,107937.31,107452.23,107678.75,190.64
2025-05-25 08:00:00,107678.75,107693.74,106948.56,107122.1,413.8
2025-05-25 09:00:00,107122.1,107260.83,106720.91,107121.51,484.81
2025-05-25 10:00:00,107121.51,107379.18,106847.68,106961.41,269.06
2025-05-25 11:00:00,106961.41,107288.92,106859.64,107267.82,193.65
2025-05-25 12:00:00,107267.82,107620.96,107209.42,107532.53,316.29
2025-05-25 13:00:00,107532.53,107759.15,107323.52,107550.43,368.26
2025-05-25 14:00:00,107550.43,107663.17,107175.31,107387.89,403.95
2025-05-25 15:00:00,107387.89,107446.71,106643.02,106995.91,866.75
2025-05-25 16:00:00,106995.91,107275.13,106677.56,107218.6,631.38
2025-05-25 17:00:00,107218.6,107412.18,107152.44,107398.78,229.23
2025-05-25 18:00:00,107398.78,107636.81,107311.35,107454.58,216.05
2025-05-25 19:00:00,107454.58,107966.44,107452.87,107750.45,215.99
2025-05-25 20:00:00,107750.45,107777.18,107477.66,107704.81,275.14
2025-05-25 21:00:00,107704.81,107935.13,107219.57,107502.88,279.48
2025-05-25 22:00:00,107502.88,109240.25,107401.25,109208.2,1546.81
2025-05-25 23:00:00,109208.2,109349.07,108617.07,109041.44,787.08
2025-05-26 00:00:00,109041.44,109641.28,108718.82,109595.19,621.58
2025-05-26 01:00:00,109595.19,109888.42,109276.77,109591.13,924.83
2025-05-26 02:00:00,109591.13,109814.65,109244.23,109433.65,445.17
2025-05-26 03:00:00,109433.65,109803.09,109332.49,109668.07,375.26
2025-05-26 04:00:00,109668.07,109770.85,109548.63,109583.58,256.68
2025-05-26 05:00:00,109583.58,109718.35,109411.85,109680.32,299.19
2025-05-26 06:00:00,109680.32,109991.02,109564.64,109980.87,393.12
2025-05-26 07:00:00,109980.87,110264.26,109790.82,110145.67,637.08
2025-05-26 08:00:00,110145.67,110224.99,109662.86,109715.14,270.22
2025-05-26 09:00:00,109715.14,110039.63,109646.87,109761.52,708.82
2025-05-26 10:00:00,109761.52,109901.46,109625.18,109689.8,180.8
2025-05-26 11:00:00,109689.8,109872.93,109613.4,109822.84,148.49
2025-05-26 12:00:00,109822.84,110105.43,109709.67,109881.43,435.91
2025-05-26 13:00:00,109881.43,110022.6,109545.21,109643.03,819.83
2025-05-26 14:00:00,109643.03,109779.64,109543.44,109692.03,769.71
2025-05-26 15:00:00,109692.03,110451.83,109584.96,110049.15,1285.79
2025-05-26 16:00:00,110049.15,110459.23,109140.89,109417.38,1782.69
2025-05-26 17:00:00,109417.38,109723.46,108926.68,109201.53,884.19
2025-05-26 18:00:00,109201.53,109485.48,109035.34,109112.32,598.86
2025-05-26 19:00:00,109112.32,109202.93,108881.99,109146.34,541.26
2025-05-26 20:00:00,109146.34,109630.41,108971.18,109613.95,795.97
2025-05-26 21:00:00,109613.95,109669.25,109177.62,109382.26,316.86
2025-05-26 22:00:00,109382.26,109911.47,109205.7,109227.28,373.61
2025-05-26 23:00:00,109227.28,109488.73,109100.09,109461.24,444.39
2025-05-27 00:00:00,109461.24,109703.69,109163.13,109181.32,423.76
2025-05-27 01:00:00,109181.32,109183.68,107543.83,108421.77,1896.07
2025-05-27 02:00:00,108421.77,108717.28,107920.85,108303.38,814.02
2025-05-27 03:00:00,108303.38,109327.98,108301.7,108917.55,947.65
2025-05-27 04:00:00,108917.55,109371.82,108897.01,108984.34,258.51
2025-05-27 05:00:00,108984.34,108995.08,108584.27,108942.27,290.77
2025-05-27 06:00:00,108942.27,109298.88,108870.76,108876.08,328.36
2025-05-27 07:00:00,108876.08,109655.78,108875.97,109539.8,295.66
2025-05-27 08:00:00,109539.8,109801.33,109526.88,109734.91,325.55
2025-05-27 09:00:00,109734.91,109945.5,109467.0,109882.45,703.22
2025-05-27 10:00:00,109882.45,109907.24,109681.27,109743.42,195.46
2025-05-27 11:00:00,109743.42,109815.29,109480.98,109625.69,241.18
2025-05-27 12:00:00,109625.69,109868.8,109505.65,109644.46,441.02
2025-05-27 13:00:00,109644.46,110802.2,109623.64,109898.99,2986.42
2025-05-27 14:00:00,109898.99,110279.83,108712.11,109429.69,2246.74
2025-05-27 15:00:00,109429.69,110282.14,109074.81,110202.78,1725.89
2025-05-27 16:00:00,110202.78,110564.78,110011.78,110277.63,1873.18
2025-05-27 17:00:00,110277.63,110526.24,110015.84,110302.01,1764.36
2025-05-27 18:00:00,110302.01,110477.2,109873.05,109934.65,961.7
2025-05-27 19:00:00,109934.65,110110.66,109616.49,109938.94,1595.08
2025-05-27 20:00:00,109938.94,109953.22,109608.44,109612.48,820.33
2025-05-27 21:00:00,109612.48,109731.37,108883.46,108965.5,806.58
2025-05-27 22:00:00,108965.5,109214.0,108641.94,109072.77,523.52
2025-05-27 23:00:00,109072.77,109202.32,108963.11,108975.95,525.04
2025-05-28 00:00:00,108975.95,109297.46,108731.52,109250.84,635.15
2025-05-28 01:00:00,109250.84,109328.61,108687.12,108720.73,659.29
2025-05-28 02:00:00,108720.73,108919.72,108453.62,108671.78,701.88
2025-05-28 03:00:00,108671.78,109007.22,108613.2,108914.97,406.43
2025-05-28 04:00:00,108914.97,109110.03,108677.67,109023.04,296.73
2025-05-28 05:00:00,109023.04,109130.67,108896.48,109043.19,221.67
2025-05-28 06:00:00,109043.19,109043.29,108674.8,108766.18,449.27
2025-05-28 07:00:00,108766.18,109045.19,108754.17,108863.19,194.18
2025-05-28 08:00:00,108863.19,109179.59,108654.03,109084.69,510.06
2025-05-28 09:00:00,109084.69,109123.05,108558.27,108838.39,462.87
2025-05-28 10:00:00,108838.39,108981.67,108312.26,108876.21,554.37
2025-05-28 11:00:00,108876.21,108984.13,108767.25,108913.4,260.22
2025-05-28 12:00:00,108913.4,109093.63,108829.59,108936.81,395.27
2025-05-28 13:00:00,108936.81,109034.75,108031.78,108095.33,1655.11
2025-05-28 14:00:00,108095.33,108291.89,107507.9,107556.88,2423.33
2025-05-28 15:00:00,107556.88,107709.46,107069.65,107137.91,1321.7
2025-05-28 16:00:00,107137.91,107474.94,107137.71,107438.32,993.36
2025-05-28 17:00:00,107438.32,107871.89,107396.32,107711.3,909.81
2025-05-28 18:00:00,107711.3,107888.31,107421.0,107501.38,733.36
2025-05-28 19:00:00,107501.38,107819.16,106944.93,106955.94,1587.02
2025-05-28 20:00:00,106955.94,107429.82,106799.94,107346.0,1335.43
2025-05-28 21:00:00,107346.0,107581.97,107204.87,107529.37,505.98
2025-05-28 22:00:00,107529.37,107530.05,107182.94,107435.23,416.9
2025-05-28 23:00:00,107435.23,108086.7,107435.2,107821.11,981.15
2025-05-29 00:00:00,107821.11,108321.11,107455.93,108302.75,906.7
2025-05-29 01:00:00,108302.75,108374.21,107843.55,108202.17,874.02
2025-05-29 02:00:00,108202.17,108517.26,107977.56,108464.76,598.99
2025-05-29 03:00:00,108464.76,108472.62,108003.68,108086.24,459.27
2025-05-29 04:00:00,108086.24,108147.55,107005.07,107615.05,688.71
2025-05-29 05:00:00,107615.05,107811.39,107537.66,107726.21,216.39
2025-05-29 06:00:00,107726.21,107994.25,107697.12,107949.6,145.86
2025-05-29 07:00:00,107949.6,108057.16,107808.98,107918.13,145.91
2025-05-29 08:00:00,107918.13,108601.61,107731.92,108534.62,596.72
2025-05-29 09:00:00,108534.62,108676.45,108375.71,108568.91,428.77
2025-05-29 10:00:00,108568.91,108902.66,108441.17,108796.7,498.6
2025-05-29 11:00:00,108796.7,108929.95,108712.76,108813.34,421.09
2025-05-29 12:00:00,108813.34,108842.35,108416.92,108470.04,609.6
2025-05-29 13:00:00,108470.04,108624.39,107465.75,107637.8,1733.58
2025-05-29 14:00:00,107637.8,107843.61,106481.47,107639.75,3271.24
2025-05-29 15:00:00,107639.75,107752.2,106960.59,107030.61,1543.18
2025-05-29 16:00:00,107030.61,107182.86,106598.22,106761.45,1597.04
2025-05-29 17:00:00,106761.45,106892.36,106111.87,106309.44,2069.92
2025-05-29 18:00:00,106309.44,106619.64,105795.68,105834.93,2022.53
2025-05-29 19:00:00,105834.93,106105.39,105656.6,105749.07,2691.83
2025-05-29 20:00:00,105749.07,106229.55,105746.74,106191.74,887.03
2025-05-29 21:00:00,106191.74,106472.64,106108.89,106450.27,517.95
2025-05-29 22:00:00,106450.27,106458.72,105919.23,105937.48,494.03
2025-05-29 23:00:00,105937.48,106080.84,105327.79,105586.78,953.08
2025-05-30 00:00:00,105586.78,106212.3,104626.22,104907.05,1451.64
2025-05-30 01:00:00,104907.05,105942.55,104907.05,105685.14,1298.35
2025-05-30 02:00:00,105685.14,106182.4,105667.04,106022.7,681.86
2025-05-30 03:00:00,106022.7,106217.85,105946.19,106048.82,427.27
2025-05-30 04:00:00,106048.82,106159.81,105927.47,106136.8,405.97
2025-05-30 05:00:00,106136.8,106348.19,106066.9,106118.26,222.57
2025-05-30 06:00:00,106118.26,106169.11,105565.62,105739.94,305.95
2025-05-30 07:00:00,105739.94,105886.53,104773.83,105078.22,985.98
2025-05-30 08:00:00,105078.22,105400.87,104890.57,105208.86,707.37
2025-05-30 09:00:00,105208.86,105685.23,104635.21,105661.18,810.42
2025-05-30 10:00:00,105661.18,105965.84,105326.58,105956.79,558.53
2025-05-30 11:00:00,105956.79,106008.5,105723.74,105905.85,393.77
2025-05-30 12:00:00,105905.85,106027.89,105184.33,105714.33,1081.2
2025-05-30 13:00:00,105714.33,106001.54,105394.87,105512.73,1389.55
2025-05-30 14:00:00,105512.73,105856.27,105069.83,105374.35,2166.73
2025-05-30 15:00:00,105374.35,105848.98,105322.78,105561.23,869.54
2025-05-30 16:00:00,105561.23,105577.92,103689.92,103893.44,3322.8
2025-05-30 17:00:00,103893.44,104293.99,103836.89,104176.47,1615.77
2025-05-30 18:00:00,104176.47,104924.35,104071.63,104906.49,1107.35
2025-05-30 19:00:00,104906.49,105001.23,104478.91,104653.17,1104.56
2025-05-30 20:00:00,104653.17,104864.79,104415.69,104605.52,692.23
2025-05-30 21:00:00,104605.52,104920.9,104576.95,104654.48,365.84
2025-05-30 22:00:00,104654.48,104791.29,104018.35,104018.35,593.1
2025-05-30 23:00:00,104018.35,104288.14,103650.43,104039.27,983.4
2025-05-31 00:00:00,104039.27,104328.31,103598.68,104000.46,805.67
2025-05-31 01:00:00,104000.46,104240.55,103333.69,103529.41,951.42
2025-05-31 02:00:00,103529.41,103894.95,103151.84,103229.12,724.53
2025-05-31 03:00:00,103229.12,103734.52,103127.75,103721.14,617.53
2025-05-31 04:00:00,103721.14,103863.04,103534.77,103852.74,204.49
2025-05-31 05:00:00,103852.74,103950.23,103563.07,103569.72,147.65
2025-05-31 06:00:00,103569.72,103947.63,103564.6,103900.85,113.02
2025-05-31 07:00:00,103900.85,103900.85,103681.35,103803.43,139.46
2025-05-31 08:00:00,103803.43,103858.57,103571.79,103707.12,195.46
2025-05-31 09:00:00,103707.12,103784.75,103530.94,103587.87,194.51
2025-05-31 10:00:00,103587.87,103649.37,103337.89,103457.45,311.93
2025-05-31 11:00:00,103457.45,103573.5,103351.9,103551.23,174.69
2025-05-31 12:00:00,103551.23,104087.06,103532.75,104087.06,409.1
2025-05-31 13:00:00,104087.06,104256.43,104032.4,104174.44,391.41
2025-05-31 14:00:00,104174.44,104640.3,104168.02,104627.03,571.77
2025-05-31 15:00:00,104627.03,104906.44,104507.64,104612.19,599.03
2025-05-31 16:00:00,104612.19,104849.38,104468.78,104554.64,390.81
2025-05-31 17:00:00,104554.64,104686.93,104328.81,104406.96,268.66
2025-05-31 18:00:00,104406.96,104677.92,104406.86,104557.9,142.25
2025-05-31 19:00:00,104557.9,104813.09,104554.93,104764.34,219.14
2025-05-31 20:00:00,104764.34,104865.6,104592.8,104842.59,168.51
2025-05-31 21:00:00,104842.59,104947.21,104708.42,104925.93,276.69
2025-05-31 22:00:00,104925.93,104959.61,104676.71,104694.48,206.97
2025-05-31 23:00:00,104694.48,104901.39,104538.41,104654.65,327.9
2025-06-01 00:00:00,104654.65,104706.63,104382.81,104507.13,266.88
2025-06-01 01:00:00,104507.13,104561.81,104051.7,104178.19,330.29
2025-06-01 02:00:00,104178.19,104375.18,103983.02,104251.13,284.02
2025-06-01 03:00:00,104251.13,104513.45,104040.82,104436.85,204.95
2025-06-01 04:00:00,104436.85,104786.38,104422.22,104694.34,123.9
2025-06-01 05:00:00,104694.34,104763.27,104506.97,104590.32,111.39
2025-06-01 06:00:00,104590.32,104590.33,104262.49,104321.71,132.07
2025-06-01 07:00:00,104321.71,104432.49,104260.18,104339.67,107.03
2025-06-01 08:00:00,104339.67,104448.41,104281.27,104443.32,93.59
2025-06-01 09:00:00,104443.32,104521.04,103823.88,103988.02,384.15
2025-06-01 10:00:00,103988.02,104095.07,103835.09,103983.11,153.89
2025-06-01 11:00:00,103983.11,104200.61,103918.14,104143.92,122.16
2025-06-01 12:00:00,104143.92,104248.57,103842.15,104014.24,257.06
2025-06-01 13:00:00,104014.24,104472.6,104003.8,104313.16,272.06
2025-06-01 14:00:00,104313.16,104819.41,104309.97,104658.86,471.03
2025-06-01 15:00:00,104658.86,104859.56,104573.45,104774.25,282.86
2025-06-01 16:00:00,104774.25,105362.88,104715.64,105101.92,746.01
2025-06-01 17:00:00,105101.92,105250.93,105046.58,105123.51,262.38
2025-06-01 18:00:00,105123.51,105133.38,104405.19,104951.24,548.62
2025-06-01 19:00:00,104951.24,105207.93,104881.56,105177.78,342.36
2025-06-01 20:00:00,105177.78,105355.43,104968.24,105014.64,417.28
2025-06-01 21:00:00,105014.64,105560.75,104982.94,105548.28,395.1
2025-06-01 22:00:00,105548.28,105799.96,105473.6,105558.12,722.54
2025-06-01 23:00:00,105558.12,105924.77,105517.79,105702.19,493.16
2025-06-02 00:00:00,105702.19,105795.11,105459.3,105483.23,617.98
2025-06-02 01:00:00,105483.23,105690.18,105409.26,105440.94,584.46
2025-06-02 02:00:00,105440.94,105474.18,105066.66,105081.9,495.52
2025-06-02 03:00:00,105081.9,105096.11,104622.11,104881.73,429.94
2025-06-02 04:00:00,104881.73,105032.35,104753.0,104811.39,221.06
2025-06-02 05:00:00,104811.39,104965.35,104670.82,104878.82,156.38
2025-06-02 06:00:00,104878.82,105300.97,104792.66,105218.35,225.78
2025-06-02 07:00:00,105218.35,105490.56,105217.88,105441.33,136.21
2025-06-02 08:00:00,105441.33,105988.22,105301.33,105387.95,494.73
2025-06-02 09:00:00,105387.95,105392.9,104539.05,104628.34,646.45
2025-06-02 10:00:00,104628.34,104697.74,104308.43,104423.67,553.95
2025-06-02 11:00:00,104423.67,104532.19,103981.3,104082.94,629.97
2025-06-02 12:00:00,104082.94,104326.05,103909.15,104243.6,590.34
2025-06-02 13:00:00,104243.6,104604.09,103740.91,103850.4,1527.32
2025-06-02 14:00:00,103850.4,104726.59,103708.71,104217.69,1595.34
2025-06-02 15:00:00,104217.69,104612.03,103954.14,104489.7,722.58
2025-06-02 16:00:00,104489.7,104501.59,104086.6,104335.01,574.99
2025-06-02 17:00:00,104335.01,104539.52,104147.72,104452.25,605.15
2025-06-02 18:00:00,104452.25,104783.24,104256.66,104400.92,991.66
2025-06-02 19:00:00,104400.92,104559.96,104103.76,104479.13,571.76
2025-06-02 20:00:00,104479.13,105042.63,104478.24,104948.58,627.45
2025-06-02 21:00:00,104948.58,105170.18,104643.59,105009.89,494.84
2025-06-02 22:00:00,105009.89,105854.19,105005.87,105734.79,1031.86
2025-06-02 23:00:00,105734.79,105985.9,105629.99,105908.79,652.98
2025-06-03 00:00:00,105908.79,106460.42,105810.17,106352.14,830.7
2025-06-03 01:00:00,106352.14,106572.11,106193.97,106548.04,551.28
2025-06-03 02:00:00,106548.04,106573.03,105642.86,105689.67,600.21
2025-06-03 03:00:00,105689.67,105780.9,105419.51,105554.93,381.85
2025-06-03 04:00:00,105554.93,105582.89,105186.71,105234.68,266.78
2025-06-03 05:00:00,105234.68,105520.43,105233.08,105515.63,186.32
2025-06-03 06:00:00,105515.63,105522.75,105279.12,105475.42,167.74
2025-06-03 07:00:00,105475.42,105490.1,105220.34,105237.14,194.17
